,body,title
647,id like change background color option overflow menu android try method still show default color set theme use follow code amp xml configs mainactivityjava public class mainactivity extends activity suppresslintnewapi override protect void oncreatebundle savedinstancestate superoncreatesavedinstancestate setcontentviewrlayoutactivitymain getactionbarseticonrdrawableiclauncher getactionbarsettitlesample menu getactionbarsetbackgrounddrawablenew colordrawablecolorparsecolorbe int titleid resourcesgetsystemgetidentifieractionbartitle id android textview titletext textviewfindviewbyidtitleid titletextsettextcolorcolorparsecolorffffff override public boolean oncreateoptionsmenumenu menu inflate menu add item action bar present getmenuinflaterinflatermenumain menu setmenubackground return true protect void setmenubackground logdtag enterting setmenubackground getlayoutinflatersetfactory new factory override public view oncreateviewstring name context context attributeset attrs nameequalsignorecase comandroidinternalviewmenuiconmenuitemview try ask inflater create view layoutinflater f getlayoutinflater final view view fcreateview name null attrs background get refresh time new item add option menu time android applies default background need set background use thread give background change runnable object new handlerpost new runnable public void run set background color viewsetbackgroundresource rcolormenubg set text color textview viewsettextcolorcolorwhite set text size textview viewsettextsize return view catch inflateexception e catch classnotfoundexception e return null menuxml ltmenu xmlnsandroidhttpschemasandroidcomapkresandroid gt ltitem androidididactionsettings androidicondrawablemenu androidshowasactionalways androidtitlestringactionsettingsgt ltmenugt ltitem androidididitem androidshowasactionalways androidtitlestringitem gt ltitem androidididitem androidshowasactionalways androidtitlestringitem gt ltitem androidididitem androidshowasactionalways androidtitlestringitem gt ltitem androidididitem androidshowasactionalways androidtitlestringitem gt ltmenugt ltitemgt ltmenugt colorxml ltcolor namemenubggtbeltcolorgt setmenubackground take effect picture want change menu background black blue color action bar achieve wrong,how change background color action bar option menu android
648,interface segregation principle isp say many client specific interface well one general purpose interface important,what reason behind interface segregation principle
649,custom data attribute httpdevworghtmlspecoverviewhtmlembeddingcustomnonvisibledata say work mean ive get html like ltdiv idgeoff datageoffgeoff de geoffgt follow javascript var geoff documentgetelementbyidgeoff alertgeoffdatageoff produce ie alert geoff de geoff,do html custom data attribute work ie
650,edit see answer want view swipe right listview show much similar implement new google play store sample image think viewpager try duplicate without prevail think may listview page width attribute set specific dp doesnt work also try modify pakerfeldts viewflow cant figure google right track someone idea duplicate would greatly appreciate think may become popular new way show navigation view tablet code would best help thank swipe right finnished swipe layout show list part second fragment exactly show list fragment fill screen user swipe left main page show user swipe left viewpager continue next page,fragmentpageradapter swipe show listview screen width
651,situation installation page parse console see device devicetoken devicetoken good every device devicetoken order work possible serious problem one devicetoken receive push notification ive follow instruction parsecom implement everything say even help blank project help various question web nothing fix problem cant anything thing think application already store use use google cloud message new update ive decide change system use parse remove completely gcm system maybe conflict two system need fix imagine serious bug user receive push notification download app install everything good devicetoken ok update app already version gcm device device register parse good without problem device register parse without devicetoken device devicetoken ive try lot thing insert devicetoken manually uninstall reinstall application delete specific row parse etc nothing good still face problem code applicationjava public class application extends androidappapplication public application override public void oncreate superoncreate initialize parse sdk parseinitializethis x x specify activity handle push default pushservicesetdefaultpushcallbackthis mainactivityclass mainactivityjava mainactivity concatenate devicetoken case installationid useragent work fine always installationid without problem thing mainactivity need anything else saveinbackground callback etc devicetoken parseinstallationgetcurrentinstallationgetinstallationid websettingssetuseragentstringuseragent devicetoken androidmanifestxml lt gestione del guastogt ltusespermission androidnameandroidpermissioncamera gt ltusespermission androidnameandroidpermissionwriteexternalstoragegt ltusespermission androidnameandroidpermissionreadexternalstorage gt lt utilizzo di internet gt ltusespermission androidnameandroidpermissioninternet gt ltusespermission androidnameandroidpermissionaccessnetworkstate gt lt permesso di vibrare per le push notification gt ltusespermission androidnameandroidpermissionvibrate gt ltusespermission androidnameandroidpermissiongetaccounts gt lt mantiene attivo il processore co da poter ricevere qualsiasi momento le notifiche gt ltusespermission androidnameandroidpermissionwakelock gt lt consente di impostare lallarme per laggiornamento automatico gt ltusespermission androidnamecomandroidalarmpermissionsetalarmgt ltpermission androidnamecomhoxellhoxellbrowserpermissioncdmessage androidprotectionlevelsignature gt ltusespermission androidnamecomhoxellhoxellbrowserpermissioncdmessage gt ltusespermission androidnamecomgoogleandroidcdmpermissionreceive gt ltapplication androidnamecomhoxellhoxellbrowserapplication androidallowbackuptrue androidicondrawableiclauncherhoxell androidlabelstringappname androidthemestyleapptheme gt lt richiesto per le applicazioni che usano google play service gt ltmetadata androidnamecomgoogleandroidgmsversion androidvalueintegergoogleplayservicesversion gt ltactivity androidnamemainactivity androidlabelstringappname androidconfigchangeskeyboardhiddenorientationscreensize androidwindowsoftinputmodeadjustresize androidlaunchmodesingletaskgt ltintentfiltergt ltaction androidnameandroidintentactionmain gt ltcategory androidnameandroidintentcategorylauncher gt ltintentfiltergt ltactivitygt ltactivity androidnamesettingsactivitygtltactivitygt ltreceiver androidnamealarmreceivergt ltservice androidnamecomparsepushservice gt ltreceiver androidnamecomparseparsebroadcastreceivergt ltintentfiltergt ltaction androidnameandroidintentactionbootcompleted gt ltaction androidnameandroidintentactionuserpresent gt ltintentfiltergt ltreceivergt ltreceiver androidnamecomhoxellhoxellbrowserreceiver androidexportedfalsegt ltintentfiltergt ltaction androidnamecomparsepushintentreceive gt ltaction androidnamecomparsepushintentdelete gt ltaction androidnamecomparsepushintentopen gt ltintentfiltergt ltreceivergt ltreceiver androidnamecomparsegcmbroadcastreceiver androidpermissioncomgoogleandroidcdmpermissionsendgt ltintentfiltergt ltaction androidnamecomgoogleandroidcdmintentreceive gt ltaction androidnamecomgoogleandroidcdmintentregistration gt ltcategory androidnamecomhoxellhoxellbrowser gt ltintentfiltergt ltreceivergt ltapplicationgt buildgradle dependency compile filetreedir libs include jar must install update support repository sdk manager use dependency compile comandroidsupportsupportv support compile comgoogleandroidgmsplayservices play service compile comparseboltsboltsandroid compile filetreedir libs include parsejar dont really know else thats hope somebody help thank,parse push notification devicetoken undefined
652,know list comprehension like dictionary comprehension like ij j bitems end generator tuple comprehension guess tuple immutable seem answer,why tuple comprehension python
653,c guaranteed expression evaluate left right example myclass getclass myclass null myclassproperty gt continue language comply,left right expression evaluation
654,window environment set kafka zookeeper run use custom object start use avro need get registry start download confluent platform ran binschemaregistrystart etcschemaregistryschemaregistryproperties cconfluentconfluentconfluentbinschemaregistryrunclass line cprogram file directory see installation page confluent currently support window window user download use zip tar archive run jar file directly rather use wrapper script bin directory wonder go start confluent schema registry window environment look content script difficult decipher thanks,start confluent schema registry window
655,date field im use jquery ui datepicker form ive format like viewmodel displayformatdataformatstring ddmmmyyyy applyformatineditmode true public datetime foodate get set view htmleditorform gt mfoodate correctly show date way want eg nov problem im get occurs press submit keep tell date valid valid stupid thing way get jqueryunobtrusive javascript ignore field allow format pas far way get form work dont format date use date format edit ive create totally separate layoutviewcontrollermodel test stupid thing still doesnt work iesafari late jqueryvalidateunobtrusive file nuget layout empty load follow file jqueryminjs jqueryuiminjs jqueryvalidateminjs jqueryvalidateunobtrusiveminjs testviewmodel simple public class testviewmodel displayname test date displayformatdataformatstring ddmmmyyyy applyformatineditmode true public datetime testdate get set testcontroller go follow public class testcontroller controller public actionresult index var new testviewmodel mtestdate datetimenow return viewm view use htmlbeginform viewcontextformcontextvalidationsummaryid valsumid htmlvalidationsummaryfalse follow error found htmlantiforgerytoken htmllabelform gt mtestdate ltinput typedate idtestdate valuemodeltestdatevaluetostringddmmmyyyy gt ltinput typesubmit gt worky know annoy thing change testdate string still fails,mvc unobtrusive date validation custom format date
656,im try deactivate soft keyboard use numberpicker enter numerical value aesthetic reason layoutxmlcode ltxml version encodingutfgt ltlinearlayout xmlnsandroidhttpschemasandroidcomapkresandroid androidlayoutwidthmatchparent androidlayoutheightmatchparent androidorientationvertical gt ltlinearlayout androidididlinearlayout androidlayoutwidthwrapcontent androidlayoutheightwrapcontent androidlayoutgravitycenterhorizontal androidlayoutmarginbottomdp androidlayoutmargintopdp gt ltnumberpicker androidididrepetitionpicker androidlayoutwidthdp androidlayoutheightwrapcontent gt lttextview androidididtextview androidlayoutwidthwrapcontent androidlayoutheightwrapcontent androidlayoutgravitycentervertical androidtextstringrepetitionsshortdivider androidtextappearanceandroidattrtextappearancemedium gt ltnumberpicker androidididweightpicker androidlayoutwidthdp androidlayoutheightwrapcontent androidlayoutmarginleftdp gt lttextview androidididtextview androidlayoutwidthwrapcontent androidlayoutheightwrapcontent androidlayoutgravitycentervertical androidtextstringpounds androidtextappearanceandroidattrtextappearancemedium gt ltlinearlayoutgt ltbutton androidididsavebutton androidlayoutwidthwrapcontent androidlayoutheightwrapcontent androidlayoutgravitycenterhorizontal androidtextstringsave gt ltlinearlayoutgt finally code try block keyboard oncreatemethod hide keyboard viewonclicklistener disablekeyboardlistener new viewonclicklistener public void onclickview v inputmethodmanager getsystemservicecontextinputmethodservice hidesoftinputfromwindowvgetwindowtoken inputmethodmanagerhidenotalways edittext weightpickergetchildatsetinputtypeinputtypetypenull edittext repetitionpickergetchildatsetinputtypeinputtypetypenull edittext weightpickergetchildatsetonclicklistenerdisablekeyboardlistener edittext repetitionpickergetchildatsetonclicklistenerdisablekeyboardlistener weightpickersetonclicklistenerdisablekeyboardlistener repetitionpickersetonclicklistenerdisablekeyboardlistener getwindowsetsoftinputmode windowmanagerlayoutparamssoftinputstatealwayshidden sadly soft keyboard still show click numberpicker idea,disable soft keyboard numberpicker
657,try launch activity broadcastreceiver use next code intent new intentcontext alarmnotificationclass isetflagsintentflagactivitynewtask intentflagactivitycleartask buildversionsdkint gt buildversioncodesq least android notificationmanager mgr notificationmanager contextgetsystemservicecontextnotificationservice mgrgetnotificationchannelchannelwhatevernull mgrcreatenotificationchannelnew notificationchannelchannelwhatever whatever notificationmanagerimportancehigh mgrnotifynotifyid buildnormalcontext ibuild private notificationcompatbuilder buildnormalcontext context intent intent notificationcompatbuilder b new notificationcompatbuildercontext channelwhatever bsetautocanceltrue setdefaultsnotificationdefaultall setsmalliconandroidrdrawableiclockidlealarm setstylenew notificationcompatbigtextstyle bigtexttext setcontenttexttext setfullscreenintentbuildpendingintentcontext intent true returnb private pendingintent buildpendingintentcontext context intent intent returnpendingintentgetactivitycontext intent pendingintentflagupdatecurrent begin everything work perfectly fine enter app setting turn notification channel channelwhatever turn later call notificationmanagernotify show notification notification drawer start activity delete app reinstall work fine bug android report something,full screen intent start activity show notification android
658,instal fbaudiencenetwork version cocoapods version follow official manual publish httpsdevelopersfacebookcomdocsaudiencenetworkios xcode still recognize framework clear open project xcworkspace file try follow step success install framework manually add documentsfacebooksdk path framework search path make sure pod project compile use swift add also fbsdkcorekit bolt fbsdksharekit framework import successfully clean project delete deriveddata also clean pod cache reinstall pod nothing work far anyone face issue know reason,no module fbaudiencenetwork xcode swift
659,context create apiservice class able handle custom api query use serializer feature apiservices constructor signature constructormetamanager metamanager connector apiconnectorservice eventdispatcher eventdispatcher metamanager injectable service handle apis metadata apiconnectorservice service wrap http add custom header signature system eventdispatcher basically symfonys event dispatcher system typescript problem test apiservice initialization beforeeach beforeeachasync gt testbedconfiguretestingmodule import httpmodule provider apiconnectorservice apiservice metamanager eventdispatcher offloggerproviders work fine add second spec file apiconnectorservice beforeeach beforeeachasync gt testbedconfiguretestingmodule import httpmodule provider apiconnectorservice offloggerproviders authenticationmanager eventdispatcher test fail error error cant resolve parameter apiservice metamanager eventdispatcher remove apiconnectorservicespects apiconnectorservices spec file load test apiservices test succeed remove apiservicespects apiservices spec file load test apiconnectorservices test succeed error seem like context two file conflict dont know fix,test cant resolve parameter classname
660,jupyter lab instal window instal jupyter lab wsl ubuntu lunch jupyter lab linux terminal open jupyter lab chrome browser start new jupyter notebook python conda envroot however show window file system try open note book save linux file system use jupyter lab mylinuxfoldermynotebookipynb jupyter lab lunch successfully open notebook linux file system give error open could find path mynotebookipynb possible open notebook linux file system wsl go wsl jupyterlab file browser generally open notebook save wsl,window subsystem linux wsl jupyter lab how open jupyter notebook save linux file system
661,work cloud build connect bitbucket trigger work build suddenly get error like screenshot dont idea mean,fail trigger build couldnt read commit
662,create context default connection string read appconfig database create migration work basically everything order whereas connection string create programatically use sqlconnectionstringbuilder database isnt create database present scenario createdbifnotexists creates new version database model migration mechanism invoked scenario b exception thrown wish access database obviously isnt b database create properly migration mechanism call case standard connection string appconfig data sourcelocalhostsqlexpressinitial catalogdbuser idxxxpasswordxxx builder sqlbuilderdatasource xdbhost sqlbuilderinitialcatalog xdbname sqlbuilderuserid xdbuser sqlbuilderpassword xdbpassword initializer databasesetinitializer new migratedatabasetolatestversionlt mycontext migrationsconfiguration gt spec entity framework db sql server express,entityframework codefirst custom connection string migration
663,im use android studio external android sdk instal support library support repository support repository developmenttoolsandroidsdkextrasandroidmrepository add dependency support library buildgradle file like repository mavencentral dependency compile comandroidsupportsupportv android studio find support library resolve symbol etc gradle also find library gradle problem occur configure project testandroidstudio gt fail notify project evaluation listener gt could resolve dependency configuration testandroidstudiodebugcompile gt could find version match comandroidsupportsupportv require testandroidstudiotestandroidstudiounspecified specify android studio andor buildgradle file location android support repository,how add android support repository android studio
664,building project android studio android plugin comandroidtoolsbuildgradlealpha gradle version gradlemilestoneallzip use maven repo well maven url httpsmavengooglecom also use android room persistence lifecycle project already declare dependency app gradle file compile androidarchlifecycleextensionsalpha compile androidarchpersistenceroomruntimealpha annotationprocessor androidarchlifecyclecompileralpha annotationprocessor androidarchpersistenceroomcompileralpha sync build project show error fail resolve androidarchlifecycleextensionsalpha miss something solution issue,fail resolve androidarchlifecycleextensionsalpha android studio
665,im new need help find right solution function javascript function concatenatematrixmatrix var stringmatrix h e l l j v w r l var matrix newarray var lt stringmatrixlength var j j lt stringmatrixilength j newarraypushstringmatrix stringmatrix consolelogconcatenatematrixstringmatrix hello java world displayed wrong thanks lot edit solve thanks lot var x stringmatrix stringmatrixx instanceof array stringmatrixx stringmatrixxjoinquotquot var concatenatematrix stringmatrixjoinquotquot return concatenatematrix,concatenate two dimensional array
666,create notification inside broadcastreceiver via code string n contextnotificationservice notificationmanager mnotificationmanager notificationmanager contextgetsystemservicens int icon rdrawableicstatnotification charsequence tickertext new notification long systemcurrenttimemillis notification notification new notificationicon tickertext notificationdefaults notificationdefaultvibrate long vibrate notificationvibrate vibrate notificationflags notificationflagautocancel charsequence contenttitle title charsequence contenttext text intent notificationintent new intentcontext notificationactivityclass notificationintentputextraglobalintentextrafooid fooid pendingintent contentintent pendingintentgetactivitycontext notificationintent notificationsetlatesteventinfocontext contenttitle contenttext contentintent int mynotificationid mnotificationmanagernotifymynotificationid notification click notification open notificationactivity inside activity retrieve fooid intentbundle eg however another notification trigger click activity still receives old value intentbundle ive try clear bundle clear receive effect think sth wrong code,notification pass old intent extra
667,anyone solution style border select element internet explorer use cs,ieie cs border select element
668,simply tailcall optimization specifically small code snippet could apply explanation,what tail call optimization
669,im try use doublechecked lock maintain array binomial coefficient read recently doublechecked lock doesnt work efficiency extremely important use volatile isnt option unless inside conditional statement cant see way use static class singleton object part framework dont know kind number people need use function cant guess maximum chosen value whether function use thing think make everything static insist thread need use method instantiate choose object array seem like shouldnt necessary public static final class util static array ncr value public static long ncrarr calculate binomial coefficient n k param n n param k k return n choose k public static long ncrint n int k k lt throw new arithmeticexceptioncannot choose negative number n lt k return ncrn k k else return ncrn k k k gt n return k gt n k n k ncrarr null synchronize utilclass ncrarr null ncrarr new longn ncrarrlength lt n synchronize utilclass ncrarrlength lt n long newncr new longn systemarraycopyncrarr newncr ncrarrlength ncrarr newncr ncrarrn null synchronize utilclass ncrarrn null ncrarrn new longk ncrarrnlength lt k synchronize utilclass ncrarrnlength lt k long newncr new longk systemarraycopyncrarrn newncr ncrarrnlength ncrarrn newncr ncrarrnk k ncrarrnk else ncrarrnk ncrn k n k k return ncrarrnk,doublechecked lock growable array binomial coefficient
670,automate application use selenium webdriver c visual studio chrome browser get popup selenium try open chrome browser fail load extension fromcusersvarapakappdatalocaltempscopeddirinternal load unpacked extension disabled administrator click ok button popup chrome opening successfully test fail due error test name enterdetailsandselectanaddressjohn test fullname veoliabrentgwpuserstoriesfeaturesbrentgwpfeatureenterdetailsandselectanaddressjohn test source line test outcome fail test duration result message test method veoliabrentgwpuserstoriesfeaturesbrentgwpfeatureenterdetailsandselectanaddressjohn threw exception systeminvalidoperationexception unknown error get automation extension unknown error page could found chromeextensionaapnijgdinlhnhlmodcfapnahmbfebebgeneratedbackgroundpagehtml session info chrome driver info chromedriverplatformwindows nt sp x assertfail fail please check execution report scenario result stacktrace openqaseleniumremoteremotewebdriverunpackandthrowonerrorresponse errorresponse openqaseleniumremoteremotewebdriverexecutestring drivercommandtoexecute dictionary parameter openqaseleniumremoteremotewebdriverinternalexecutestring drivercommandtoexecute dictionary parameter openqaseleniumremoteremotewindowmaximize veolialibrariesdriverbeforescenario cdevelopmentveoliawebbrentdevelopmenttestingautomationveoliatestframeworklibrariesdrivercsline lambdamethodclosure icontextmanager techtalkspecflowbindingsbindinginvokerinvokebindingibinding binding icontextmanager contextmanager object argument itesttracer testtracer timespanamp duration techtalkspecflowbindingsbindinginvokerextensionsinvokehookibindinginvoker invoker ihookbinding hookbinding icontextmanager contextmanager itesttracer testtracer techtalkspecflowinfrastructuretestexecutionenginefireeventshooktype bindingevent techtalkspecflowinfrastructuretestexecutionenginefirescenarioeventshooktype bindingevent techtalkspecflowinfrastructuretestexecutionengineonscenariostartscenarioinfo scenarioinfo techtalkspecflowtestrunneronscenariostartscenarioinfo scenarioinfo veoliabrentgwpuserstoriesfeaturesbrentgwpfeaturescenariosetupscenarioinfo scenarioinfo cdevelopmentveoliawebbrentdevelopmenttestingautomationveoliatestframeworkbrentgwpuserstoriesfeaturesaddresssearchfeaturecsline veoliabrentgwpuserstoriesfeaturesbrentgwpfeatureenterdetailsandselectanaddressstring firstname string lastname string postcode string email string phonenumber string exampletags cdevelopmentveoliawebbrentdevelopmenttestingautomationveoliatestframeworkbrentgwpuserstoriesfeaturesaddresssearchfeatureline veoliabrentgwpuserstoriesfeaturesbrentgwpfeatureenterdetailsandselectanaddressjohn cdevelopmentveoliawebbrentdevelopmenttestingautomationveoliatestframeworkbrentgwpuserstoriesfeaturesaddresssearchfeaturecsline every time selenium open chrome load automation extension chrome work organization use google mail department block add extensionsthird party unpacked chrome browser security reason modify registry allow third party extension test execute successfully department update policy every day every systemautomated try use addextension addargument method chromeoptions class none work get error someone help overcome issue,unable open chrome browser use selenium webdriver load unpacked extension disabled administrator
671,fascinate problem despite fact im manually programmatically scroll view webview automatically scroll data inside load ive get fragment viewpager first load pager work expect everything show flip page data load webview pop top page hiding view undesirable anyone know prevent happen layout look like ltxml version encodingutfgt ltscrollview xmlnsandroidhttpschemasandroidcomapkresandroid androidlayoutwidthfillparent androidlayoutheightfillparent androidbackgroundcolorbackground gt ltlinearlayout androidlayoutwidthmatchparent androidlayoutheightwrapcontent androidorientationvertical gt lttextview androidididarticletitle androidlayoutwidthfillparent androidlayoutheightwrapcontent androidlayoutmarginrightdp androidlayoutmarginleftdp androidlayoutmargintopdp androidlayoutmarginbottomdp androidtextsome title androidtextappearanceandroidattrtextappearancelarge androidtextcolorcolorarticletitle androidtextstylebold gt ltlinearlayout androidididllseperator androidlayoutwidthfillparent androidlayoutheightdp androidlayoutmarginleftdp androidlayoutmarginrightdp androidlayoutmargintopdp androidlayoutmarginbottomdp androidbackgroundcolortext androidorientationhorizontal gt ltlinearlayoutgt ltwebview androidididarticlecontent androidlayoutwidthmatchparent androidlayoutmarginrightdp androidlayoutmarginleftdp androidlayoutheightwrapcontent gt lttextview androidididarticlelink androidlayoutwidthfillparent androidlayoutheightwrapcontent androidlayoutmarginbottomdp androidlayoutmargintopdp androidlayoutmarginrightdp androidlayoutmarginleftdp androidtextview full article androidtextcolorcolorarticletitle androidtextstylebold gt ltlinearlayoutgt ltscrollviewgt im also give focus anything default seem automatically scroll webview load prevent,how prevent scrollview scroll webview data load
672,whilst start learn lisp ive come across term tailrecursive mean exactly,what tail recursion
673,today seem though android nougat release thus excite ever optimize app new feature like splitscreen would like push version app target sdk version user arent notify app may work splitscreen however mean also update version support library like many others experienced problem update version support library however follow answer fix issue issue return version support library test use gradle flag described link answer vectordrawablesusesupportlibrary true also important note happen prelolliop device kitkat lollipop work perfectly use follow dependency flag work fine compile comandroidsupportsupportv compile comandroidsupportappcompatv compile comandroidsupportdesign compile comandroidsupportcardviewv use dependency get crash similar one get use flag compile comandroidsupportsupportv compile comandroidsupportappcompatv compile comandroidsupportdesign compile comandroidsupportcardviewv stack trace crash fatal exception main process combadonbrighamtime pid javalangruntimeexception unable start activity componentinfocombadonbrighamtimecombadonbrighamtimemainactivity androidcontentresresourcesnotfoundexception file resdrawableabcvectortestxml drawable resource id xff androidappactivitythreadperformlaunchactivityactivitythreadjava androidappactivitythreadhandlelaunchactivityactivitythreadjava androidappactivitythreadaccessactivitythreadjava androidappactivitythreadhhandlemessageactivitythreadjava androidoshandlerdispatchmessagehandlerjava androidoslooperlooplooperjava androidappactivitythreadmainactivitythreadjava javalangreflectmethodinvokenativenative method javalangreflectmethodinvokemethodjava comandroidinternaloszygoteinitmethodandargscallerrunzygoteinitjava comandroidinternaloszygoteinitmainzygoteinitjava dalviksystemnativestartmainnative method cause androidcontentresresourcesnotfoundexception file resdrawableabcvectortestxml drawable resource id xff androidcontentresresourcesloaddrawableresourcesjava androidcontentresresourcesgetdrawableresourcesjava androidsupportvcontentcontextcompatgetdrawablecontextcompatjava androidsupportvwidgetappcompatdrawablemanagergetdrawableappcompatdrawablemanagerjava androidsupportvwidgetappcompatdrawablemanagergetdrawableappcompatdrawablemanagerjava androidsupportvwidgetappcompatdrawablemanagercheckvectordrawablesetupappcompatdrawablemanagerjava androidsupportvwidgetappcompatdrawablemanagergetdrawableappcompatdrawablemanagerjava androidsupportvwidgettinttypedarraygetdrawableifknowntinttypedarrayjava androidsupportvappappcompatdelegateimplbaseltinitgtappcompatdelegateimplbasejava androidsupportvappappcompatdelegateimplvltinitgtappcompatdelegateimplvjava androidsupportvappappcompatdelegateimplvltinitgtappcompatdelegateimplvjava androidsupportvappappcompatdelegateimplvltinitgtappcompatdelegateimplvjava androidsupportvappappcompatdelegatecreateappcompatdelegatejava androidsupportvappappcompatdelegatecreateappcompatdelegatejava androidsupportvappappcompatactivitygetdelegateappcompatactivityjava androidsupportvappappcompatactivityoncreateappcompatactivityjava totally miss something already know issue couldnt find anything google help would appreciate,vector drawables flag doesnt work support library
674,doesnt seem knowledge api edit google doc spreadsheet html base document anyone something like maybe download html version edit upload change,how developer edit google doc programmatically be doc api
675,try figure way use typeof create weak reference self use block avoid retain cycle first read seem convention use block typeofself bself self compiles use block avoid retain cycle doesnt work anymore weak use instead however weak typeofself bself self result error type typeof self aka tuaccountsviewcontroller const strong already retainment attribute set way use typeof another call generically create weak reference self,generic typeof weak self reference
676,im use grunt taskbased command line build tool javascript project project ive create custom tag wonder possible run command clarify im try use closure template task call jar file precompile soy file javascript file im run jar command line want set task,run command grunt task
677,copying pysparkml example official document website httpsparkapacheorgdocslatestapipythonpysparkmlhtmlpysparkmltransformer data vectorsdense vectorsdense vectorsdense vectorsdense df sparkcreatedataframedata feature kmeans kmeansk seed model kmeansfitdf however example wouldnt run give follow error nameerror traceback recent call last ltipythoninputaaffcdcgt ltmodulegt pyspark import data vectorsdense vectorsdense vectorsdense vectorsdense gt df sparkcreatedataframedata feature kmeans kmeansk seed model kmeansfitdf nameerror name spark define additional configurationvariable need set get example run,pyspark nameerror name spark define
678,im work make application material im stuck implement share element transition activity start another b call finish order remove back stack case element want share two activity pass b longer matter dont call finish startactivityctxintent bundle exitenter animation work perfectly however call finish really ugly flicker animation start something im overlook possible try,android share element transition call activity finish
679,im information google spreadsheet single sheet way read information net provide google credential spreadsheet address possible use google data apis ultimately need get information google spreadsheet datatable anyone attempt pls share information,access google spreadsheet c use google data api
680,structure app like tabhost activity gt contains gt tabfragmentextend base container fragment code activity tabhostaddtab tabhostnewtabspechomesetindicator getresourcesgetdrawablerdrawablebtnhome homefragmentclass null code homefragment notice homefragment actual function container like extend basecontainerfragment public class homefragment extends basecontainerfragment public home homefrag private boolean misviewinited override public view oncreateviewlayoutinflater inflater viewgroup container bundle savedinstancestate return inflaterinflaterlayoutcontainerfragment null override public void onactivitycreatedbundle savedinstancestate superonactivitycreatedsavedinstancestate misviewinited misviewinited true initview private void initview homefrag new home replacefragmenthomefrag false basecontainerfragment public class basecontainerfragment extends fragment public void replacefragmentfragment fragment boolean addtobackstack fragmenttransaction transaction getchildfragmentmanagerbegintransaction addtobackstack transactionaddtobackstacknull transactionreplaceridcontainerframelayout fragment transactioncommit public boolean popfragment boolean ispop false getchildfragmentmanagergetbackstackentrycount gt ispop true getchildfragmentmanagerpopbackstack return ispop home actual content fragment uploadtype fragment new uploadtype bundle bundle new bundle bundleputstringformtype request fragmentsetargumentsbundle basecontainerfragmentgetparentfragmentreplacefragmentfragment true uploadtype call camera activity onactivityresult return main activity startactivityforresultintent requestcamera public void onactivityresultint requestcode int resultcode intent data logdtest result superonactivityresultrequestcode resultcode data trigger onactivityresult uploadtype thanks help,onactivityresult call fragment
681,update sdk google play service google repository still error happen please help want integrate authentication use phone number sdk manager logcat buildgradle moduleproject toplevel build file add configuration option common subprojectsmodule return buildscript extkotlinversion repository jcenter dependency classpath comandroidtoolsbuildgradle classpath orgjetbrainskotlinkotlingradlepluginkotlinversion classpath comgooglegmsgoogleservices note place application dependency belong individual module buildgradle file allprojects repository jcenter task cleantype delete delete rootprojectbuilddir buildgradle moduleapp apply plugin comandroidapplication apply plugin kotlinandroid android compilesdkversion buildtoolsversion defaultconfig applicationid com minsdkversion targetsdkversion versioncode versionname testinstrumentationrunner androidsupporttestrunnerandroidjunitrunner buildtypes release minifyenabled false proguardfiles getdefaultproguardfileproguardandroidtxt proguardrulespro dependency compile filetreedir libs include jar androidtestcompilecomandroidsupporttestespressoespressocore exclude group comandroidsupport module supportannotations compile comgooglefirebasefirebaseauth compile orgjetbrainskotlinkotlinstdlibjrekotlinversion compile comandroidsupportappcompatv compile comandroidsupportconstraintconstraintlayout testcompile junitjunit apply plugin comgooglegmsgoogleservices,fail resolve comgooglefirebasefirebaseauth
